N,P,K,temperature,humidity,ph,rainfall,label
8,60,18,27.961214944233674,36.47190152246354,4.5,31.037719937717476,mothbeans
24,37,21,30.670168893322764,64.81837956426334,5.769537324486418,60.44217427476387,mothbeans
22,43,24,25.944615363442963,53.584229221646716,4.534937709693111,47.55233983081657,mothbeans
36,43,24,25.285372529791182,41.595588647189096,4.5,41.012444664613476,mothbeans
22,44,24,25.58653572755475,55.88321265889275,5.987408023287965,57.54657706052113,mothbeans
17,43,22,26.738386095462083,45.71282332510259,5.72702042942991,41.48550020850388,mothbeans
8,45,15,27.963530332705364,52.32753188277537,4.641391210791241,44.06952230550764,mothbeans
7,56,23,23.917055510475087,47.484025427266175,5.687715584886762,53.59983041070783,mothbeans
36,57,16,27.31041837439568,57.34881608135309,8.499151839055465,51.2880912091273,mothbeans
11,45,19,28.79491871263283,46.57465865223688,4.5,41.304966531119135,mothbeans
6,36,22,22.495276649432096,64.55011191287021,8.5,48.04130235756776,mothbeans
17,57,20,27.73766820154035,40.0951324721985,4.5,80.2964143854325,mothbeans
4,47,20,27.992075528428884,67.32321373517614,4.5,65.91102095830821,mothbeans
9,49,16,29.7310434809537,40.02741289550603,7.627286087035012,56.04314287028883,mothbeans
25,51,24,27.175626124130282,65.90237759608247,8.5,68.46338964935958,mothbeans
36,44,21,22.865875420684763,40.69575695824253,4.512943247150283,28.56100966271177,mothbeans
21,38,20,28.164688495830564,63.072442128793654,6.311004447033313,62.40696814212919,mothbeans
37,57,20,33.983761941315805,41.8065883110802,7.088241733871732,56.14260594657905,mothbeans
32,48,18,21.51378877974542,58.56357752317078,5.595524312035775,46.471173952606016,mothbeans
29,44,20,28.44753252905905,65.91245088684101,8.5,35.49938799892257,mothbeans
25,51,18,28.932139534361077,51.28317839588987,8.5,46.44563987669217,mothbeans
10,44,24,30.586478667914015,39.46064459911978,8.09762607394599,60.29881089621219,mothbeans
23,35,18,27.233124946742617,46.81202148721336,5.5312693814568,36.8146785399165,mothbeans
9,60,23,30.761908296568357,52.69055915342396,6.532825275035781,54.49120308336203,mothbeans
3,58,21,25.5345848349458,51.036446327260634,8.5,55.15268877035663,mothbeans
22,42,22,25.23113689921584,55.12037157776277,7.776315131428568,36.136957389851446,mothbeans
12,39,21,31.328755083319614,48.324541353391794,8.269597094776152,84.381027880014,mothbeans
39,36,22,29.85201590660243,58.62909899689097,8.5,20.47365127140036,mothbeans
32,41,16,29.311394534150406,56.20179396578014,8.140977146057677,66.5909260503142,mothbeans
30,41,15,24.008312377755065,36.01447124269527,6.076237564222773,41.65837271952752,mothbeans
19,36,22,24.471678301855015,52.36650253888714,6.1536051208227445,62.752477923607955,mothbeans
4,46,15,30.147633054360757,62.95096754916485,4.5,60.45761011718497,mothbeans
21,39,20,27.850700864756593,58.94352144124116,7.275149512456196,55.5591677837879,mothbeans
35,57,25,26.253659838359475,43.827983979324905,8.221857494408578,79.65911935051557,mothbeans
22,55,24,29.147555503792827,54.273843198921305,8.5,64.82458229677553,mothbeans
35,51,17,32.95009406729088,52.12165484585351,4.5,46.02179163935968,mothbeans
17,56,17,29.685186326863384,43.118484808905045,5.691855185831564,59.84964060482535,mothbeans
28,57,17,29.825529795664316,58.109451534184274,8.5,47.81816973072493,mothbeans
22,36,16,32.98382259432789,44.999668038835075,8.359738060690285,65.65767601040135,mothbeans
11,41,19,26.042962113956897,33.0550644562414,5.202111772994812,40.94980768505269,mothbeans
38,38,18,22.234268519644292,59.23787272720278,6.407859236202554,41.998384854539445,mothbeans
23,37,24,26.76216186816519,45.01552794960066,8.068486785011453,33.1591727033745,mothbeans
25,35,20,25.160870327948288,42.870538359925554,8.5,73.9509390523463,mothbeans
40,45,20,28.673847711917382,55.6163944802632,6.925706788764874,22.109209320587563,mothbeans
23,58,19,24.2077691683791,53.52331535651609,5.166430289425859,78.07390368614256,mothbeans
2,56,23,30.006204914550565,62.83146477842484,7.366939932773287,35.276106499679685,mothbeans
3,56,17,28.852976177528326,46.92001641026708,8.5,59.11167499339199,mothbeans
26,51,25,28.32668848238227,56.50755485921738,7.3043672650449825,46.85515061780374,mothbeans
39,42,20,31.008781762366976,56.24245341536638,8.019051057633456,43.908505752173404,mothbeans
27,59,20,23.58710361198423,48.84732395323483,4.5,22.98358261475255,mothbeans
24,45,19,27.32974838621713,41.490712746921616,5.679490786276545,39.26332428259671,mothbeans
7,40,17,32.75412488777393,38.419038715571816,8.346425565268799,50.22795873614167,mothbeans
15,45,23,21.247053868440318,66.3103490323899,7.386125148029649,46.31230093935567,mothbeans
26,52,23,32.27586245641386,52.18198840221979,4.978032855814993,59.90903666130097,mothbeans
20,45,16,30.61664188498883,59.510245200140176,4.646570112741466,33.1112963477972,mothbeans
34,54,24,30.381353972198397,44.170056319669676,5.087273165786404,61.95650052387204,mothbeans
19,51,25,28.07030788221257,42.72156521734816,4.5,48.451262640867654,mothbeans
29,41,21,36.03536640560879,61.195222508362214,8.5,85.55029066546747,mothbeans
20,50,22,31.36067927011699,42.52594170441269,8.5,36.93515517338518,mothbeans
11,40,23,30.108971822600672,69.7003657901952,5.512643487236249,56.10918807923933,mothbeans
15,54,15,29.057321420919514,51.04790032786844,8.5,43.790814621415194,mothbeans
35,55,22,29.189142001070415,57.095456456945556,8.5,74.94178008756299,mothbeans
9,59,25,32.053884723088494,64.62776428054384,7.581350202840986,17.90271545034744,mothbeans
40,45,18,28.724669638182267,64.35332137858043,5.010605582340997,31.86635091669358,mothbeans
35,38,19,25.470020334438786,61.13337022685251,8.5,16.455852474379395,mothbeans
14,58,17,29.581528186469768,63.52825810790081,4.582266141005125,8.42347451463283,mothbeans
40,55,18,31.34053838149278,52.00086628269422,7.430823408206482,50.928685321178165,mothbeans
18,36,23,24.685577980573896,50.678025305331516,7.144897164866634,36.42902221147459,mothbeans
35,52,15,30.7734926585158,53.472342392338206,8.5,62.82754856257799,mothbeans
4,59,22,28.317401322290507,39.603180640461176,8.5,41.37860224960247,mothbeans
22,51,16,27.426087039413257,64.91256121430666,8.5,101.08771510071259,mothbeans
33,47,17,22.910512308435386,38.85956860970708,8.5,61.337014019685654,mothbeans
2,51,17,24.988236089847778,44.10182406531039,5.9737801085349815,43.63379039250074,mothbeans
16,51,21,31.774237376089705,52.163318135194814,4.5,26.319317283861192,mothbeans
19,55,20,28.947271283290704,88.73095500414956,7.232074490201849,57.68600206040603,mungbean
8,54,20,26.48971255164475,82.89998406092086,7.267212452512784,36.415303949443825,mungbean
36,55,20,28.75391581021132,85.45407634900428,6.7610323648043,51.1911691727027,mungbean
10,56,16,30.885602367609902,87.43987742656697,6.794332611333473,54.546191842003246,mungbean
22,56,17,30.705750436447403,82.56603050630602,7.16125245918523,56.52400817184339,mungbean
9,57,24,33.64591940511613,86.33005746770735,6.6921500344416955,44.362456253992306,mungbean
34,59,23,27.014543181792853,79.38526132364588,7.346218918284387,33.440532570560336,mungbean
31,51,25,25.046619883377165,89.72114915931303,6.855582417021854,49.40890025747431,mungbean
0,49,18,26.126176082191442,92.43797388197531,6.864676887045541,68.85517800405084,mungbean
21,39,20,31.136574082978363,84.37543129659254,7.056598630960985,44.45028419360292,mungbean
28,35,22,30.839107522708115,92.65092851444963,7.127266959854368,70.90449643053658,mungbean
17,52,17,27.772360118179087,80.5612719731181,6.566249392005311,59.06349506952601,mungbean
24,42,23,28.78465001263964,90.69528283775568,6.216487085277953,46.20170534855975,mungbean
28,46,16,26.757145905403245,92.57708665856129,6.716341172496613,37.49189759131848,mungbean
21,38,21,34.64689298923365,90.13004295622873,6.522035069356049,13.192903872171112,mungbean
34,60,25,30.042609793950454,94.0780643038553,6.852883955867483,47.620360316089545,mungbean
19,53,22,28.082802789209783,72.16819816161113,6.839930191040424,34.68297899176452,mungbean
31,58,15,28.561798077797384,82.34547648868674,7.140158423536596,53.28767874887692,mungbean
19,35,24,28.072322153473426,79.96622376659023,6.773323066507131,36.62144242410636,mungbean
24,53,17,29.402280368558262,92.68605756878672,6.319258387980783,55.00663828529798,mungbean
13,47,20,27.63685143910938,82.68653849198928,6.601956642805485,43.47585364901053,mungbean
31,53,16,29.684946514271992,89.60423521668743,6.640749552151209,51.23192156044298,mungbean
28,45,23,33.41426083295007,87.15136392998356,6.3696032691604305,45.61456175647586,mungbean
31,37,21,29.930090042309956,89.88025550041999,6.539657117085418,49.28147852761352,mungbean
33,60,15,32.138096763278796,83.08960834830751,6.633532961134367,50.54208508268029,mungbean
34,45,21,27.165940007137632,77.66692981549626,6.280879338388463,20.266409775467547,mungbean
13,57,25,26.321205289482837,81.97256070937317,7.02918538679719,49.383104340365364,mungbean
33,57,17,27.644787419800704,94.96591739648333,6.60299326732577,58.1423867702646,mungbean
32,57,22,28.80143492457739,91.40111298952667,6.413528102915313,46.1718778517176,mungbean
23,59,25,30.0146453369419,88.53590466311228,6.2141676716347325,70.30966222685079,mungbean
35,41,18,25.32069747057036,79.50245916117053,6.551737982146996,57.5061660226414,mungbean
6,48,24,31.695381838921225,74.48527139444312,6.77497865898394,47.286997106312285,mungbean
29,36,25,27.969099672842024,83.08513580657781,7.002909614145922,37.535058537669066,mungbean
4,36,22,26.75511179010516,95.69025951569861,7.160943787267291,52.00594606887897,mungbean
10,59,22,26.584802699479667,80.59267980498767,7.098054963515497,38.78926029078104,mungbean
14,48,21,25.936276416268463,85.74824015610541,7.0213372617547805,49.232011877058376,mungbean
8,50,21,30.27545338792383,94.15202576597602,6.250450804688189,31.452385475345366,mungbean
20,40,15,29.719930724376805,81.80044189998854,7.238486386482436,59.488792700550874,mungbean
36,43,22,25.246920820517893,88.09034384390543,6.385056343909006,46.09569807543943,mungbean
14,57,15,27.285543955872768,87.83754064755328,6.725558420082063,34.20766148630294,mungbean
11,60,23,26.66527446141974,88.56478762953626,6.8738817502348395,54.68147136076003,mungbean
10,59,15,33.16844693057878,100.0,6.603888095330777,46.90129164383313,mungbean
7,60,25,27.75613439727279,74.41721191560903,6.350329232326294,41.11485644746856,mungbean
2,47,15,26.86231474376379,91.2849219894194,6.139145878420264,37.17446560299335,mungbean
20,45,22,29.09733007182811,89.12996061301769,6.942201687398354,62.17118214905636,mungbean
2,39,15,27.52674849050466,86.77124797418338,6.308321039510503,44.16679060273678,mungbean
27,40,24,22.446491884116856,92.20269133849624,7.196089001901775,82.1189610147333,mungbean
35,48,15,26.999591196964374,83.78548591445004,7.423679477208476,45.09368913369127,mungbean
4,59,25,27.223282079582642,83.0876679022967,6.069819720688431,45.407922845710786,mungbean
1,48,24,30.73835906962684,76.31521836300855,6.299311428644797,53.38236983714599,mungbean
36,43,21,32.06110622989069,87.87559830285697,6.789336741259075,55.36165760138489,mungbean
11,46,24,29.905932239095513,91.29729874995263,6.55003306888827,51.823547062146886,mungbean
34,47,19,26.77595054889034,88.64145316321552,6.391652644040061,59.27555337002512,mungbean
21,44,18,24.85604777251666,92.18993270543575,7.003543966313104,40.68157726011346,mungbean
17,58,20,33.21314782649972,87.75435371104855,6.209121492032034,25.422393165364188,mungbean
25,40,21,27.851727648028977,81.87947746899138,6.395331164210948,26.193661715908927,mungbean
2,38,18,27.564187903825893,85.52374002669355,6.821352369494652,23.25017754062803,mungbean
9,48,20,29.616365765779996,80.72077190175474,6.382245584931702,50.91472982524943,mungbean
37,49,25,30.310713821535717,91.78751754088665,6.242574250932856,38.38101212606778,mungbean
36,38,15,28.074917756152114,94.77978359852989,6.638566619220773,51.68087331516817,mungbean
40,58,15,28.316836406239528,86.41834790843974,6.828318256449069,55.58817269187162,mungbean
30,44,16,28.636412477519215,83.12167754626637,6.009929133014511,63.19541484608135,mungbean
1,59,23,27.403023349568002,82.65341812503117,7.276076633991414,40.436179965554985,mungbean
9,48,22,26.68391330773247,92.96357971633724,6.181971286271697,31.568915108080372,mungbean
14,41,17,27.703703674645674,91.8102100984589,7.283704083699835,30.78307715944947,mungbean
35,52,19,27.318928535383794,99.60202046231873,6.622346545665316,31.458592170829387,mungbean
31,48,17,28.370835015158292,82.55045278410131,6.7154820721088395,47.22597582721942,mungbean
4,41,20,31.155194897165376,81.91011140490892,6.928265577310432,30.47081559101755,mungbean
30,37,25,24.589351823213974,81.30210127262787,6.8782607160758555,48.261383742751924,mungbean
9,35,20,29.598048233844924,84.21249429862885,6.8006218938215195,36.6663160010224,mungbean
20,41,20,31.76525643499526,88.40916401226183,7.057914049468587,44.56924441184443,mungbean
37,50,23,25.5061884651837,84.1210684077315,6.837980963806869,58.10235667625592,mungbean
34,35,21,27.759874721839303,87.08343306461786,6.5527048134119115,61.790818779048614,mungbean
14,37,15,27.219475078008415,87.5815447827279,6.462450634810198,39.8302445281751,mungbean
23,39,22,26.441469820564357,77.39815173718137,6.960467265111162,54.735486030070334,mungbean
5,45,21,26.807280474818253,94.78710667552748,6.371678471857886,33.250677751593855,mungbean
22,37,20,25.40634296906834,92.34466283598302,6.6362382445795225,23.083370281846626,mungbean
40,51,17,32.16540437684725,86.79342816623895,6.550295297806375,53.82312388365052,mungbean
27,56,20,31.08277858629492,87.51296736188019,6.8616089785113195,43.36440083585661,mungbean
31,40,22,31.952004039988317,88.93092377557954,6.09597178793812,56.56778447757388,mungbean
38,36,21,29.472870358086467,80.57605784871872,6.4920224252019585,12.083743258994698,mungbean
6,37,17,25.82846823756554,80.50021666582042,6.754198020831581,52.06932722483067,mungbean
6,47,18,28.112705547440452,69.5184637369541,7.0978142898713585,46.88839387040402,mungbean
24,44,17,30.838440322455835,84.41727470751468,6.401411355813453,35.66010952836998,mungbean
25,59,19,26.62205932221611,75.8794541877907,7.02337062509575,29.164066021537142,mungbean
32,56,21,28.811386830344773,96.183738672145,6.854207829220404,75.02198977097528,mungbean
8,45,18,27.449698613683733,83.76998668016775,7.094449579884649,35.87715704502042,mungbean
19,39,17,28.531220184900807,80.74258949034412,6.693229757596409,36.132425872673764,mungbean
39,37,15,30.419234436406985,80.65044561957747,6.935975300407615,37.18447113850717,mungbean
33,37,19,28.81531241297208,85.11412523038962,7.03849259751604,39.974837343984454,mungbean
26,54,17,27.82548116836184,96.04970212574018,6.525920470639683,47.212528351642476,mungbean
21,51,15,31.683543696728496,76.7496521173246,6.484915076178454,55.456524217694856,mungbean
22,54,20,26.399371394800205,90.02284888044093,6.667193456108784,27.022347718155245,mungbean
29,45,16,29.668706083888527,89.60344422550854,6.4723273213973656,27.917764967593907,mungbean
4,40,21,29.98348398593677,74.42233598071392,6.528046469514601,48.810331517764766,mungbean
10,37,22,28.108433821372017,83.75104162475381,7.218011777381582,68.59704350227065,mungbean
4,44,19,28.608662674484236,91.90902551604101,7.029085627481926,27.545744008821167,mungbean
20,45,17,25.672359467229395,78.96905878028633,7.0127573567802,48.06160636299741,mungbean
23,45,23,30.624589228413804,80.9245872370202,6.627155444358367,56.49985047486821,mungbean
25,48,21,28.06829272711402,89.17648639182364,6.480518468468208,63.472753150746456,mungbean
56,79,15,28.43895387896192,64.89191763142958,7.955621918071379,71.18870386482384,blackgram
25,62,21,28.832358101673776,63.45036932731801,6.94972787616461,41.92818458512049,blackgram
42,61,22,24.864056688914484,63.37127344702309,7.797680390421794,68.71240174683962,blackgram
42,73,25,31.21986924727288,62.08237502179861,6.449237059588035,83.8371741967127,blackgram
44,58,18,24.92318216295219,70.57012363211302,6.539928980487738,63.55761721916285,blackgram
50,55,16,30.02662706269128,70.64223594436567,7.520316399518641,58.38277564092548,blackgram
35,72,21,31.475336235007436,66.94794487410972,7.951059565535055,65.09377364449021,blackgram
30,64,20,37.373881863968734,63.379030286235086,6.405896317533694,39.026859451315175,blackgram
27,64,21,28.678271304232556,77.48995554433687,7.423736491198701,90.38513757437477,blackgram
50,74,17,30.493445416580077,63.35928748694113,6.659528686458637,64.83574192102826,blackgram
39,73,24,26.080460254405235,55.272987452896,7.224671193347715,74.343432604728,blackgram
57,67,25,32.15401386625921,68.86189768416153,7.668288909497348,63.69181117851791,blackgram
52,63,19,28.4996521363821,78.75200293768557,6.976464567151667,80.1064026935936,blackgram
55,66,22,31.71046681870414,63.720476414070745,7.843700326910314,70.6988675942808,blackgram
51,56,18,28.052608975150303,62.40246266653008,6.620045677838092,68.51416483479026,blackgram
36,66,15,32.292057404033045,71.43035007050726,6.714584744406078,58.2015933748072,blackgram
59,55,19,31.972250167324077,62.2405526249713,7.146900536860813,76.94948239382138,blackgram
50,58,23,28.113872042923756,57.59308673811343,7.854488749500677,51.02114237045383,blackgram
30,65,25,32.16011406557229,70.20386337115235,7.579654006636537,77.96459876275892,blackgram
20,62,18,29.249695962557865,76.58763308008629,7.5923121445098785,50.921639554451275,blackgram
58,71,15,28.441531527784118,68.56684559511953,6.872522309803427,86.53513368956641,blackgram
25,71,24,25.07505056468675,55.92814262132,7.228121620151463,76.52859056662695,blackgram
52,71,16,25.046376765788573,60.79516881473263,6.976893561821861,78.22739095850108,blackgram
40,63,18,31.90241280804543,68.9531179461059,6.541212593766394,63.844619988247196,blackgram
20,60,25,27.667151776255885,74.6098648065813,6.377517010478939,43.66873763859003,blackgram
48,61,21,29.91699951729464,64.06879000247692,6.417200051281508,57.02130362604662,blackgram
49,68,22,28.605274126130787,61.52076701540573,7.062282436356815,70.22115668611383,blackgram
48,62,15,26.061024380723342,63.69161414105346,7.581007297765777,67.48311709359845,blackgram
32,66,17,33.867096139381275,59.80692194640956,7.364433503656652,81.95141295305673,blackgram
21,63,22,23.540764459195376,71.90213550162441,6.770257995040631,78.64924451037172,blackgram
20,72,19,32.86817352019536,68.91734545692793,7.220798691146565,56.15343809297339,blackgram
25,65,21,31.906766164769934,60.863673956546336,6.5917028317994575,61.283999582793655,blackgram
41,78,21,26.015082761428943,68.32252177090342,6.6773258605808214,71.91704597523237,blackgram
53,67,17,28.37164961152432,71.88888504447,7.573611064065869,38.32848806999895,blackgram
39,60,21,36.95646073465129,70.59745879572897,7.226242613591258,81.46239028622985,blackgram
25,76,17,32.686249054826085,61.924615537574425,7.383135056629448,66.72364086377557,blackgram
21,78,19,27.67365022862775,59.9310516129228,7.04779914345352,82.12146862048871,blackgram
57,60,17,28.203113257891026,67.14036741116351,7.844133140941868,57.78060027190831,blackgram
56,75,15,33.53252133892515,62.57927072447597,7.218688548283362,78.81736339355257,blackgram
49,72,15,33.58720352003626,76.81744176463481,7.266230684204834,97.1845974202775,blackgram
24,80,19,25.99717606733671,72.61584996907565,6.7438849496296,52.45558209622682,blackgram
49,76,18,24.494498456528596,66.48834631593984,7.1212231938290484,68.18340144903766,blackgram
28,68,19,33.389172504608645,56.25413264167054,7.562737199900084,72.44279059687294,blackgram
55,78,21,33.44656962042167,69.08693172359575,6.601056441293069,48.13012140751756,blackgram
50,64,25,29.876109590938245,58.548779631246425,6.74660449950026,75.1838072085187,blackgram
34,80,19,30.041895463693066,71.19870727386161,6.906475133971078,79.81930212837348,blackgram
20,68,23,25.923139858954155,62.532332091967454,7.723587917518214,57.17178737331153,blackgram
55,67,16,32.86252525529335,77.64657462308926,6.832487703805128,81.93101268255224,blackgram
23,70,15,33.37778909401611,66.5076242402964,7.3166079066847365,43.750268462108025,blackgram
53,74,15,26.621315886303556,64.25831611278771,7.454761822846953,57.23062010550356,blackgram
26,67,16,27.26066442777819,65.30879189086936,6.910406702555311,69.19943328588752,blackgram
33,80,22,25.866691898767336,64.0131184232696,6.445496158424686,70.34049617972272,blackgram
37,79,19,25.592101844045335,71.48944656187618,7.24933903627275,62.243047095758946,blackgram
33,75,21,35.15416327321568,69.32453879108859,6.692167081078827,70.39872709971885,blackgram
22,55,20,32.05429353233611,66.99194323965646,7.612118074979447,66.4724477721595,blackgram
20,68,17,35.38349415967478,59.28865109841183,6.614965632669009,80.31119445934016,blackgram
43,68,20,30.56476292176178,66.56876182859575,7.426978509672451,68.20759055647733,blackgram
44,76,22,27.634261717389748,57.36865889792594,8.204965644757392,74.9433462697834,blackgram
34,60,16,29.640592349637572,66.5407616339435,7.30377450925739,59.40018644970006,blackgram
21,72,17,32.92166707881798,61.65863064641597,7.813127532941061,82.24930138086596,blackgram
25,68,19,28.248551667524453,58.48844517397128,7.028208279691066,59.35131524878014,blackgram
41,62,15,29.628022219290724,55.71256311444645,7.500894436876713,86.29491790458313,blackgram
28,65,23,33.50703441653759,52.91924878066055,7.590779269830337,74.5934706908941,blackgram
35,64,15,28.282302960550698,56.75880701443855,6.541843356115116,55.77233180431257,blackgram
52,58,16,32.93950446257135,57.59998148184755,6.696539249460679,85.050268754886,blackgram
58,75,25,23.849609539748226,71.13299230763283,7.265442245171222,69.90586457394959,blackgram
34,66,19,32.90032812900608,57.551822400523974,7.8327341105519945,81.95802776380238,blackgram
52,70,16,37.21015521127102,67.49291920134016,7.640307999605545,79.56376469542593,blackgram
23,57,19,31.585703454424465,70.00044266253164,7.340168564045849,76.78408270145026,blackgram
42,58,25,31.083432785993857,63.55553570107924,6.169169531208495,63.53780082187185,blackgram
37,62,17,27.10127091091095,69.45632297637003,6.977163913864988,84.3778212566925,blackgram
44,75,22,28.907906748211467,58.171536552003786,7.656833073230288,71.21762375454597,blackgram
21,80,20,29.471488118111044,75.52549019139607,7.432946447357379,71.18744960608419,blackgram
56,76,16,30.21776747925346,70.22554482818943,7.756084432026582,41.76170211208539,blackgram
29,76,15,29.785343524434396,55.78872192938657,6.996634354970783,74.15844023009852,blackgram
43,61,20,23.731420920219087,56.4935296855681,6.885418683334763,57.1323621985497,blackgram
55,60,15,31.34339315835026,67.38088902811496,7.166318720386259,80.64720706178531,blackgram
44,63,15,25.928292908896992,59.68867947544905,7.141541008699689,69.69633834889095,blackgram
29,67,21,29.642944211799907,65.91772004727933,6.170165345781051,65.42027654849296,blackgram
47,63,16,28.681376985101355,63.46328267796694,6.748072937426015,77.36979761350221,blackgram
40,68,17,34.481699901866506,75.97405494903302,7.767938995682562,60.423541541232815,blackgram
58,61,15,28.278393172579797,70.18638409171798,7.279256657579967,79.01987597528054,blackgram
41,74,18,29.517913532011928,62.08988491316107,6.275312686696826,93.29057249416906,blackgram
58,79,17,28.468836400567646,71.23616214659867,7.167689142881748,66.24755567548216,blackgram
27,62,24,29.74963566586208,72.30044512178655,7.30069273916089,78.17777018573639,blackgram
27,60,17,28.579244661109243,60.82724557970879,7.138170303473628,58.73028928327466,blackgram
52,65,20,34.48489646909781,62.075565147290185,7.187110739082351,60.86811315775019,blackgram
44,55,25,30.550465358456876,66.30431485484824,6.993322143936059,71.57256723728923,blackgram
21,62,24,33.35043922708271,67.04135266248971,6.707462729259528,69.80269501367898,blackgram
60,59,22,28.54655099296802,67.4374766332671,7.149647478337617,70.28251901756879,blackgram
33,77,21,31.189158708265172,57.74473616904501,7.30382052482933,77.02399471368483,blackgram
59,58,17,28.96159937432622,62.299818760245785,7.041038205158703,65.89859333073414,blackgram
29,63,17,30.56945675439075,67.51825205202812,7.648715495136121,56.48957860708945,blackgram
59,63,18,29.10181459835938,59.75430910837085,6.553862760313257,71.8788976845172,blackgram
29,70,15,28.172883659183476,73.40989950394903,6.853394328653229,82.80227361521521,blackgram
58,73,16,35.47614965666581,58.74724191800502,6.834530222356219,66.6098680559039,blackgram
55,77,22,31.35539559228669,65.52098091917938,7.673365703563994,76.30299572261693,blackgram
42,79,23,29.07978412474525,70.73659941164145,6.991465335853831,56.391041845030486,blackgram
44,77,21,32.69582343226092,72.65815382711398,7.113276303183512,66.51826568131852,blackgram
38,62,25,32.80725157899149,65.75755872408018,7.52305824432877,51.67503736603226,blackgram
32,76,15,29.928103631951995,65.95516915360099,7.527273843858605,32.21714018766913,lentil
13,61,22,18.408753803565254,66.12651639599324,7.576405734297181,40.5219928526221,lentil
38,60,20,30.040472273881967,61.616134787766455,8.00841213713678,37.38392411425755,lentil
11,74,17,20.439286992589917,69.42953290380348,6.717674728950692,41.15532831258862,lentil
37,71,16,25.41764685513537,70.69954423750023,7.4475165899322295,43.996826962888115,lentil
29,71,18,21.55665538306272,49.477507823901576,6.637996832133732,61.83777070331384,lentil
2,72,18,27.020243003267424,64.38911344031315,7.552449574936291,47.679516872942976,lentil
6,59,21,25.632227926673046,66.77096625830984,6.4896743258244065,35.05368756230407,lentil
13,64,20,21.646089351147044,61.46289446610867,6.0887796523009845,47.8701481749516,lentil
8,58,17,26.963516575560995,79.39071246859778,7.132296695992295,26.783360373849604,lentil
6,77,20,25.413719391677283,56.90695970604724,5.9664998263642195,48.55616749895371,lentil
2,75,22,23.01325663345165,59.77241418467485,6.774950034994101,57.02266618940711,lentil
3,69,23,31.56804350870747,73.14609627102368,7.343104420228297,44.95629045402783,lentil
27,80,24,28.81373802302315,57.61305690575072,7.781847712860322,59.96546350521476,lentil
39,78,15,23.41868363893727,59.8507868153173,5.922992326074455,46.57222977392759,lentil
40,79,17,18.155835113926056,62.45225820284575,6.208079014295486,30.105248843028917,lentil
37,62,22,24.554479251738517,65.82680586064774,7.098099792103166,71.56664751991661,lentil
31,60,24,27.184005801246876,66.89576643676656,7.867638316467212,53.863907303382334,lentil
22,67,22,29.19474358855085,58.02853892423868,7.6146678675072375,53.46597483378495,lentil
3,78,18,22.344642940130704,65.99173403436406,7.204028928031412,60.53658412055571,lentil
4,80,16,28.161278579799255,64.98288511393895,7.283973405636958,47.42712856930072,lentil
13,61,24,21.116530850371163,69.30365627388477,7.768473295060184,53.383396719393275,lentil
12,66,20,32.0121461172385,65.54707811314914,7.279375875327054,69.35361541600687,lentil
4,61,21,24.11496285912068,62.18219503943986,6.9883002870386965,46.02668942744953,lentil
9,60,21,29.053133567198454,58.433172069757994,7.726172825335628,37.19352834982604,lentil
18,66,22,28.786671824235402,72.87079517780427,6.389621064844891,49.06223736012464,lentil
32,56,18,23.205915391461424,67.10679741998311,7.067345500666804,56.768490595810384,lentil
6,72,15,21.948799935693465,73.63163260796952,7.862364554721652,39.425101238096005,lentil
15,77,20,24.291262555808284,69.14741525645336,7.529130195651313,29.384596665234945,lentil
0,65,24,27.932274732278987,67.95277697867881,7.704607948582764,47.27415752379852,lentil
30,79,22,15.598760217931444,71.81787711725063,5.988656876304114,32.26526478940713,lentil
3,63,16,22.543114857031604,67.91571102101373,6.81117512786364,48.89115347474362,lentil
2,78,23,19.310239946495866,69.0505991100889,7.623597484069642,50.451164981292905,lentil
10,78,18,17.005823209791743,62.216799547785484,6.526274344746607,35.17070879447736,lentil
14,67,25,25.217736235226436,72.2221089322344,7.018686442065883,35.105434052186574,lentil
39,65,23,25.90302723507304,73.57131937139947,7.452407821820016,41.72020086715348,lentil
19,72,15,31.937010605628153,72.62985131502205,7.145696893935897,52.71106030615171,lentil
18,57,21,25.379888348522417,57.55775632730832,5.928788794048434,32.523983344833866,lentil
31,58,15,30.28751342695317,53.75307590268231,6.269714446728402,53.56753649305984,lentil
28,58,25,27.053887211548982,63.51172692070927,6.738425792932735,45.98430177738326,lentil
5,65,19,18.181794310695135,68.83125985884121,7.301770673904336,58.343383871566274,lentil
16,65,19,28.96168895433321,66.22724961495842,6.889075281172424,54.90854618871686,lentil
34,65,19,21.194302486875404,63.9250307580603,6.171064526041166,67.42291221659616,lentil
14,69,19,21.7211043523681,71.62442305021798,7.276426877812073,48.837891603809446,lentil
22,55,16,24.12661971642611,71.50910420275149,6.566756531846858,50.834936770778576,lentil
24,61,17,23.622044928016297,59.740406041236305,5.83920732872972,34.13972643751975,lentil
2,79,15,22.114116117815637,64.91473290428527,7.064700944358856,35.770844367558105,lentil
26,63,17,34.78914615982179,61.7060196557372,6.906187497946537,60.285281376363116,lentil
27,61,15,23.989849131497365,65.16154618795719,7.007436051683322,34.88926704069331,lentil
24,70,16,24.116859249996363,66.86499472185179,6.322995124452455,26.424351398344243,lentil
13,74,25,22.875645027150473,58.707107536979976,6.243879894904732,58.00810221504561,lentil
6,64,23,22.22469797167949,61.128930180133025,7.177558598965226,46.387152279020896,lentil
